InvoiceNo,InvoiceDate,CompanyName,NIP,ProductName,Category,Quantity,UnitPrice,Discount,Country,SalesRep
INV 6882,26.03.25,Firma Hurtowa 052,,Base One Pink 5kg,Żele,48,168.99,0,poland,J. Kowalski
INV 3604,2025-07-16,Firma Hurtowa 062,3998696759,Base One Pink 5kg,Żele,dziesięć,"120,00",10%,Polska,Anna Nowak
INV 3222,2025-11-23,Firma Hurtowa 014,7597041270,Primer Acid,Akcesoria,19,"120,00",,PL,J. Kowalski
INV 4078,03-07-2025,Firma Hurtowa 003,,Base One Clear 5kg,Żele,dziesięć,151.75,0.1,poland,Nowak Anna
INV 4875,13-01-2025,Firma Hurtowa 014,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",10%,PL,Jan Kowalski
INV 154,16.10.25,Firma Hurtowa 017,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,180.79,0.05,Polska,Anna Nowak
INV 7351,2025-01-30,Firma Hurtowa 006,,Base One Clear 5kg,Żele,24,169.5,0.05,poland,J. Kowalski
INV 7201,2025-08-30,Firma Hurtowa 041,,Cleaner UV,Akcesoria,dziesięć,34.09,0.05,Polska,Anna Nowak
INV 4190,18.12.25,Firma Hurtowa 083,5589962761,Cleaner UV,,25,178.16,0,poland,Anna Nowak
INV 5730,2025-03-15,Firma Hurtowa 078,9686674479,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,Polska,Nowak Anna
INV 2771,24-09-2025,Firma Hurtowa 089,2843059104,Flexy Hybrid Gel,Lakiery Hybrydowe,50,"120,00",,PL,Jan Kowalski
INV 2013,25.11.25,Firma Hurtowa 047,,Primer Acid,Akcesoria,,"120,00",0.1,poland,J. Kowalski
INV 3963,2025-02-07,Firma Hurtowa 083,,Base One Pink 5kg,Żele,,"120,00",0,poland,Anna Nowak
INV 6505,24-01-2025,Firma Hurtowa 061,,Cuticle Oil Mango,Pielęgnacja,47,"120,00",0.1,PL,J. Kowalski
INV 3333,2025-08-20,Firma Hurtowa 085,,Cuticle Oil Mango,Pielęgnacja,14,160.48,0.1,PL,Jan Kowalski
INV 10381,2025-08-11,Firma Hurtowa 078,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",,poland,J. Kowalski
INV 5982,2025-05-04,Firma Hurtowa 082,6974464641,Primer Acid,Akcesoria,,"120,00",,poland,Anna Nowak
INV 5449,2025-01-22,Firma Hurtowa 071,8489271751,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,49.78,10%,PL,Nowak Anna
INV 8531,19.06.25,Firma Hurtowa 069,5155263968,Primer Acid,,dziesięć,"120,00",0,poland,Nowak Anna
INV 7146,16-09-2025,Firma Hurtowa 061,,Base One Pink 5kg,Żele,28,"120,00",0,poland,Anna Nowak
INV 3392,2025-03-11,Firma Hurtowa 016,,Primer Acid,Akcesoria,12,124.44,10%,Polska,J. Kowalski
INV 6174,2025-11-07,Firma Hurtowa 036,,Base One Pink 5kg,Żele,24,"120,00",,PL,J. Kowalski
INV 10478,2025-07-23,Firma Hurtowa 017,3185906326,Cleaner UV,Akcesoria,dziesięć,"120,00",,poland,Nowak Anna
INV 1412,26.06.25,Firma Hurtowa 023,,Base One Pink 5kg,Żele,,"120,00",10%,Polska,Jan Kowalski
INV 4810,2025-06-10,Firma Hurtowa 094,,Cuticle Oil Mango,Pielęgnacja,,164.21,0.05,PL,Jan Kowalski
INV 11966,13-03-2025,Firma Hurtowa 081,,Primer Acid,Akcesoria,26,"120,00",10%,Polska,Nowak Anna
INV 11098,12.05.25,Firma Hurtowa 039,1443638250,Cleaner UV,Akcesoria,dziesięć,29.63,,poland,J. Kowalski
INV 8611,2025-06-27,Firma Hurtowa 011,7450774985,Primer Acid,Akcesoria,dziesięć,"120,00",,PL,Jan Kowalski
INV 11514,2025-03-09,Firma Hurtowa 035,3800561907,Base One Clear 5kg,Żele,,"120,00",,poland,Anna Nowak
INV 4985,2025-06-01,Firma Hurtowa 086,,Cleaner UV,Akcesoria,,84.95,0.1,poland,J. Kowalski
INV 3672,2025-10-19,Firma Hurtowa 094,,Base One Pink 5kg,Żele,dziesięć,"120,00",0,PL,Jan Kowalski
INV 4495,07-04-2025,Firma Hurtowa 041,8139101323,Base One Pink 5kg,Żele,1,171.6,0,PL,Anna Nowak
INV 6874,28.03.25,Firma Hurtowa 081,3015735823,Cleaner UV,Akcesoria,,"120,00",,Polska,Anna Nowak
INV 2579,11-08-2025,Firma Hurtowa 034,,Base One Pink 5kg,Żele,dziesięć,"120,00",,Polska,J. Kowalski
INV 9704,2025-02-13,Firma Hurtowa 100,,Base One Clear 5kg,Żele,dziesięć,157.32,0.05,PL,Anna Nowak
INV 831,04.12.25,Firma Hurtowa 068,8907899910,Cuticle Oil Mango,,,"120,00",10%,Polska,J. Kowalski
INV 11738,21.07.25,Firma Hurtowa 013,,Primer Acid,Akcesoria,,135.66,10%,PL,Jan Kowalski
INV 518,19-07-2025,Firma Hurtowa 038,,Base One Pink 5kg,Żele,36,"120,00",0.1,poland,Nowak Anna
INV 3250,2025-09-04,Firma Hurtowa 010,,Base One Clear 5kg,Żele,dziesięć,"120,00",,Polska,J. Kowalski
INV 583,2025-09-27,Firma Hurtowa 018,9932995241,Primer Acid,Akcesoria,,20.32,0,Polska,J. Kowalski
INV 7105,16.08.25,Firma Hurtowa 005,,Base One Clear 5kg,Żele,,"120,00",,PL,Anna Nowak
INV 3731,22-07-2025,Firma Hurtowa 045,,Base One Clear 5kg,Żele,,134.83,,Polska,J. Kowalski
INV 9423,15.09.25,Firma Hurtowa 038,4090618623,Primer Acid,,21,112.66,0.05,poland,J. Kowalski
INV 3073,02.10.25,Firma Hurtowa 061,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",,poland,Anna Nowak
INV 11570,2025-12-13,Firma Hurtowa 033,,Flexy Hybrid Gel,Lakiery Hybrydowe,,30.91,,poland,Anna Nowak
INV 2244,2025-10-22,Firma Hurtowa 059,,Primer Acid,Akcesoria,29,45.62,10%,Polska,Nowak Anna
INV 1461,27.10.25,Firma Hurtowa 085,,Cuticle Oil Mango,Pielęgnacja,,95.61,10%,poland,Anna Nowak
INV 2093,26-05-2025,Firma Hurtowa 061,,Base One Clear 5kg,,2,"120,00",0,PL,Nowak Anna
INV 11368,2025-02-01,Firma Hurtowa 015,3190135427,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.05,PL,Anna Nowak
INV 537,25.08.25,Firma Hurtowa 049,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",,PL,J. Kowalski
INV 2634,21.08.25,Firma Hurtowa 044,9057862745,Cuticle Oil Mango,Pielęgnacja,dziesięć,190.14,10%,Polska,J. Kowalski
INV 4958,14.01.25,Firma Hurtowa 054,,Cleaner UV,Akcesoria,29,"120,00",,poland,J. Kowalski
INV 9462,2025-08-17,Firma Hurtowa 013,,Cleaner UV,Akcesoria,11,40.59,0,Polska,Anna Nowak
INV 4664,18.10.25,Firma Hurtowa 083,,Primer Acid,Akcesoria,,"120,00",0,PL,J. Kowalski
INV 10631,13-12-2025,Firma Hurtowa 022,2139123693,Primer Acid,Akcesoria,,95.13,,poland,Anna Nowak
INV 7503,2025-07-07,Firma Hurtowa 065,,Base One Clear 5kg,,41,"120,00",10%,PL,Nowak Anna
INV 2088,15.10.25,Firma Hurtowa 034,,Base One Clear 5kg,Żele,dziesięć,191.65,0.1,Polska,Anna Nowak
INV 8852,03.04.25,Firma Hurtowa 080,,Cuticle Oil Mango,,14,"120,00",0,poland,Nowak Anna
INV 5011,22-08-2025,Firma Hurtowa 032,,Base One Clear 5kg,Żele,11,"120,00",10%,Polska,Nowak Anna
INV 11369,16-04-2025,Firma Hurtowa 022,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.1,Polska,Jan Kowalski
INV 1333,2025-07-07,Firma Hurtowa 062,,Cuticle Oil Mango,Pielęgnacja,35,"120,00",,poland,J. Kowalski
INV 5530,2025-12-05,Firma Hurtowa 022,,Cleaner UV,Akcesoria,31,"120,00",0.1,Polska,J. Kowalski
INV 9930,26.11.25,Firma Hurtowa 002,,Cleaner UV,Akcesoria,dziesięć,153.77,,poland,Anna Nowak
INV 24,03-03-2025,Firma Hurtowa 049,,Base One Pink 5kg,Żele,12,175.12,0,PL,Jan Kowalski
INV 3271,02-12-2025,Firma Hurtowa 039,7164074760,Cleaner UV,Akcesoria,dziesięć,164.39,,Polska,J. Kowalski
INV 2737,13.07.25,Firma Hurtowa 096,7343545093,Cuticle Oil Mango,,,"120,00",0,Polska,Nowak Anna
INV 9623,06-04-2025,Firma Hurtowa 037,,Base One Pink 5kg,Żele,21,"120,00",,Polska,Jan Kowalski
INV 7852,2025-10-11,Firma Hurtowa 013,6972356337,Cuticle Oil Mango,Pielęgnacja,,183.58,0.05,poland,Nowak Anna
INV 7142,2025-11-14,Firma Hurtowa 071,,Cuticle Oil Mango,Pielęgnacja,dziesięć,28.56,0.1,PL,Jan Kowalski
INV 9614,03-11-2025,Firma Hurtowa 100,,Cleaner UV,Akcesoria,dziesięć,163.31,0,Polska,Anna Nowak
INV 9577,2025-05-10,Firma Hurtowa 030,,Cleaner UV,,35,"120,00",0.05,PL,J. Kowalski
INV 1465,15.03.25,Firma Hurtowa 070,2694159305,Base One Pink 5kg,Żele,11,44.34,,Polska,Nowak Anna
INV 10106,13.09.25,Firma Hurtowa 031,4877004673,Base One Clear 5kg,Żele,,41.15,0.1,poland,J. Kowalski
INV 2623,28-06-2025,Firma Hurtowa 027,,Cleaner UV,Akcesoria,,11.27,10%,PL,Nowak Anna
INV 10707,2025-07-01,Firma Hurtowa 015,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.1,PL,Jan Kowalski
INV 2416,02.11.25,Firma Hurtowa 079,,Base One Pink 5kg,Żele,dziesięć,49.83,,poland,Jan Kowalski
INV 7362,17-11-2025,Firma Hurtowa 068,7387436374,Cuticle Oil Mango,Pielęgnacja,,20.58,10%,poland,Anna Nowak
INV 3580,07-09-2025,Firma Hurtowa 073,,Base One Pink 5kg,Żele,,"120,00",,poland,Jan Kowalski
INV 1982,2025-08-30,Firma Hurtowa 035,,Cuticle Oil Mango,,40,"120,00",0.1,PL,J. Kowalski
INV 10161,28-05-2025,Firma Hurtowa 072,,Base One Clear 5kg,Żele,dziesięć,44.36,0.05,PL,Anna Nowak
INV 7699,2025-02-12,Firma Hurtowa 041,,Cleaner UV,Akcesoria,dziesięć,"120,00",10%,Polska,Nowak Anna
INV 8923,2025-10-17,Firma Hurtowa 059,,Cuticle Oil Mango,Pielęgnacja,,178.3,,Polska,J. Kowalski
INV 11858,06.03.25,Firma Hurtowa 082,,Primer Acid,Akcesoria,dziesięć,"120,00",10%,PL,Anna Nowak
INV 4759,21.03.25,Firma Hurtowa 008,4523180486,Primer Acid,Akcesoria,,60.72,0,PL,Anna Nowak
INV 4904,2025-05-08,Firma Hurtowa 021,7236334056,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,22.01,10%,PL,Jan Kowalski
INV 7115,2025-06-26,Firma Hurtowa 089,,Cleaner UV,Akcesoria,dziesięć,100.46,0.05,Polska,J. Kowalski
INV 381,2025-06-11,Firma Hurtowa 003,6152991817,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,PL,Nowak Anna
INV 10987,01.09.25,Firma Hurtowa 069,,Flexy Hybrid Gel,Lakiery Hybrydowe,45,"120,00",0.1,poland,Anna Nowak
INV 2706,28-09-2025,Firma Hurtowa 097,,Cleaner UV,Akcesoria,,111.04,0.1,poland,Anna Nowak
INV 3651,12.04.25,Firma Hurtowa 069,,Flexy Hybrid Gel,Lakiery Hybrydowe,,168.09,0.1,Polska,Anna Nowak
INV 6293,18.09.25,Firma Hurtowa 058,,Base One Pink 5kg,Żele,11,"120,00",10%,poland,Jan Kowalski
INV 714,2025-07-05,Firma Hurtowa 100,,Cuticle Oil Mango,Pielęgnacja,,"120,00",,poland,J. Kowalski
INV 4198,2025-08-23,Firma Hurtowa 013,,Cleaner UV,Akcesoria,7,"120,00",10%,PL,Jan Kowalski
INV 2495,2025-04-11,Firma Hurtowa 017,2098810270,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.1,poland,Anna Nowak
INV 8362,29.01.25,Firma Hurtowa 068,,Primer Acid,Akcesoria,,"120,00",10%,poland,J. Kowalski
INV 618,25.09.25,Firma Hurtowa 014,2447476023,Flexy Hybrid Gel,Lakiery Hybrydowe,,177.22,0.1,PL,Jan Kowalski
INV 6475,2025-10-23,Firma Hurtowa 065,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,poland,Nowak Anna
INV 9920,21.06.25,Firma Hurtowa 041,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",,Polska,Nowak Anna
INV 4167,16-10-2025,Firma Hurtowa 062,,Cuticle Oil Mango,Pielęgnacja,44,155.19,0.05,Polska,Nowak Anna
INV 10438,2025-06-21,Firma Hurtowa 017,,Primer Acid,Akcesoria,,52.63,10%,Polska,J. Kowalski
INV 10290,2025-07-30,Firma Hurtowa 021,,Base One Clear 5kg,Żele,40,"120,00",0.05,Polska,Anna Nowak
INV 3935,27.08.25,Firma Hurtowa 080,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.05,poland,J. Kowalski
INV 8597,26.10.25,Firma Hurtowa 099,,Base One Clear 5kg,Żele,,131.59,0.05,poland,Jan Kowalski
INV 8440,23-12-2025,Firma Hurtowa 088,,Primer Acid,Akcesoria,,17.75,,Polska,Jan Kowalski
INV 806,12.07.25,Firma Hurtowa 063,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,73.96,0.05,Polska,Jan Kowalski
INV 9936,2025-03-25,Firma Hurtowa 043,9776220878,Cleaner UV,Akcesoria,6,52.01,0.05,PL,Anna Nowak
INV 3536,2025-05-07,Firma Hurtowa 056,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.05,Polska,Nowak Anna
INV 3261,2025-04-02,Firma Hurtowa 014,6714892252,Cuticle Oil Mango,Pielęgnacja,dziesięć,47.64,0,Polska,J. Kowalski
INV 2973,03-11-2025,Firma Hurtowa 077,,Base One Clear 5kg,Żele,,"120,00",0.1,Polska,Anna Nowak
INV 485,19-06-2025,Firma Hurtowa 095,4638333724,Cuticle Oil Mango,Pielęgnacja,,155.25,0.05,PL,Jan Kowalski
INV 1366,2025-12-05,Firma Hurtowa 053,6232148494,Cleaner UV,Akcesoria,20,"120,00",0.1,poland,Anna Nowak
INV 2236,10.09.25,Firma Hurtowa 086,,Cuticle Oil Mango,Pielęgnacja,11,"120,00",0.05,PL,Anna Nowak
INV 6485,01-01-2025,Firma Hurtowa 035,6721202980,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,poland,Jan Kowalski
INV 5950,2025-06-23,Firma Hurtowa 034,6246213259,Cleaner UV,Akcesoria,6,62.37,0.1,poland,Nowak Anna
INV 379,13.10.25,Firma Hurtowa 068,5631790088,Primer Acid,Akcesoria,,"120,00",10%,PL,J. Kowalski
INV 8662,08-10-2025,Firma Hurtowa 012,,Base One Clear 5kg,Żele,,58.93,0.1,poland,J. Kowalski
INV 3555,30-10-2025,Firma Hurtowa 006,8011180310,Cleaner UV,,14,197.57,0.05,PL,J. Kowalski
INV 5752,2025-02-26,Firma Hurtowa 067,,Base One Clear 5kg,Żele,,26.89,,poland,Jan Kowalski
INV 2901,2025-05-08,Firma Hurtowa 088,,Cleaner UV,Akcesoria,33,"120,00",0.05,Polska,Anna Nowak
INV 124,2025-08-19,Firma Hurtowa 037,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",10%,poland,Anna Nowak
INV 1565,18.10.25,Firma Hurtowa 073,,Flexy Hybrid Gel,Lakiery Hybrydowe,,36.79,0,Polska,J. Kowalski
INV 6307,24-11-2025,Firma Hurtowa 072,,Primer Acid,Akcesoria,,"120,00",0,poland,Jan Kowalski
INV 959,2025-12-29,Firma Hurtowa 049,,Base One Clear 5kg,Żele,,23.41,10%,Polska,Anna Nowak
INV 6294,05-11-2025,Firma Hurtowa 051,8744364674,Cuticle Oil Mango,Pielęgnacja,5,165.01,10%,poland,Anna Nowak
INV 3490,04.05.25,Firma Hurtowa 077,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.05,Polska,Jan Kowalski
INV 10073,2025-05-21,Firma Hurtowa 003,4914466976,Cleaner UV,Akcesoria,43,"120,00",0,poland,Jan Kowalski
INV 5931,2025-07-06,Firma Hurtowa 100,,Base One Clear 5kg,Żele,,82.08,0.05,PL,Jan Kowalski
INV 3838,2025-07-15,Firma Hurtowa 022,,Base One Pink 5kg,Żele,36,15.67,10%,PL,Jan Kowalski
INV 1936,05.03.25,Firma Hurtowa 008,,Base One Pink 5kg,Żele,dziesięć,"120,00",0,Polska,Jan Kowalski
INV 7364,26-11-2025,Firma Hurtowa 078,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,65.28,0.05,Polska,Nowak Anna
INV 7696,12-11-2025,Firma Hurtowa 067,9001302962,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.05,poland,Nowak Anna
INV 5832,2025-07-07,Firma Hurtowa 021,,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,Polska,Jan Kowalski
INV 10023,09.09.25,Firma Hurtowa 010,,Primer Acid,Akcesoria,18,"120,00",0.1,Polska,Jan Kowalski
INV 7674,2025-10-15,Firma Hurtowa 001,,Cleaner UV,Akcesoria,,191.75,0.05,PL,Nowak Anna
INV 9428,13.09.25,Firma Hurtowa 024,2476442059,Base One Clear 5kg,Żele,,"120,00",0.05,PL,J. Kowalski
INV 8239,10-12-2025,Firma Hurtowa 026,,Primer Acid,Akcesoria,dziesięć,"120,00",0,poland,Jan Kowalski
INV 10695,2025-03-31,Firma Hurtowa 015,,Base One Clear 5kg,Żele,,93.85,0.05,PL,Nowak Anna
INV 6328,2025-07-07,Firma Hurtowa 009,,Base One Pink 5kg,Żele,,32.51,,PL,Anna Nowak
INV 9818,16.06.25,Firma Hurtowa 088,,Cuticle Oil Mango,Pielęgnacja,dziesięć,97.71,0,PL,Jan Kowalski
INV 7079,11.03.25,Firma Hurtowa 021,,Cuticle Oil Mango,Pielęgnacja,45,81.76,,Polska,J. Kowalski
INV 8569,06.05.25,Firma Hurtowa 049,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.1,poland,Nowak Anna
INV 6909,04.12.25,Firma Hurtowa 079,,Flexy Hybrid Gel,,,"120,00",0,PL,Anna Nowak
INV 11344,23.08.25,Firma Hurtowa 032,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,poland,Anna Nowak
INV 7358,09-06-2025,Firma Hurtowa 004,8187325694,Base One Clear 5kg,Żele,,178.46,,Polska,Anna Nowak
INV 3273,08.09.25,Firma Hurtowa 079,,Primer Acid,Akcesoria,36,"120,00",0.05,poland,J. Kowalski
INV 806,03-12-2025,Firma Hurtowa 034,,Cleaner UV,,,"120,00",0.1,Polska,Nowak Anna
INV 6957,2025-07-04,Firma Hurtowa 015,1199210166,Cuticle Oil Mango,Pielęgnacja,32,56.3,0.1,PL,J. Kowalski
INV 11173,27-08-2025,Firma Hurtowa 006,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,PL,Anna Nowak
INV 5685,24-01-2025,Firma Hurtowa 086,8580720700,Base One Clear 5kg,Żele,5,30.51,10%,poland,J. Kowalski
INV 7952,2025-05-22,Firma Hurtowa 009,,Base One Clear 5kg,Żele,,88.21,0.05,Polska,Anna Nowak
INV 6456,07.09.25,Firma Hurtowa 053,,Base One Pink 5kg,,dziesięć,"120,00",,PL,Nowak Anna
INV 7256,04-05-2025,Firma Hurtowa 007,4091668166,Primer Acid,Akcesoria,,185.65,0.05,Polska,Anna Nowak
INV 6975,23.04.25,Firma Hurtowa 089,,Primer Acid,Akcesoria,,"120,00",10%,poland,Jan Kowalski
INV 7026,06-06-2025,Firma Hurtowa 028,,Primer Acid,Akcesoria,13,"120,00",10%,Polska,J. Kowalski
INV 3691,10.02.25,Firma Hurtowa 043,7050819010,Base One Pink 5kg,,dziesięć,122.87,,Polska,Nowak Anna
INV 347,24.09.25,Firma Hurtowa 057,,Cuticle Oil Mango,Pielęgnacja,1,"120,00",0,Polska,J. Kowalski
INV 10754,12-02-2025,Firma Hurtowa 019,,Base One Clear 5kg,Żele,25,170.19,0,poland,Anna Nowak
INV 3409,03.10.25,Firma Hurtowa 035,,Primer Acid,Akcesoria,,"120,00",,poland,Jan Kowalski
INV 10550,28-07-2025,Firma Hurtowa 059,,Base One Pink 5kg,Żele,,104.63,0,poland,Anna Nowak
INV 2442,11-12-2025,Firma Hurtowa 057,,Primer Acid,,dziesięć,55.78,0.05,PL,J. Kowalski
INV 7667,2025-04-26,Firma Hurtowa 010,6120740100,Base One Clear 5kg,Żele,,90.78,10%,Polska,Anna Nowak
INV 4459,19-01-2025,Firma Hurtowa 069,4519201065,Cleaner UV,Akcesoria,dziesięć,53.33,,poland,Nowak Anna
INV 7554,20.10.25,Firma Hurtowa 098,5241513381,Base One Clear 5kg,Żele,dziesięć,"120,00",0.05,poland,Nowak Anna
INV 10687,25-02-2025,Firma Hurtowa 084,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",,Polska,Jan Kowalski
INV 6407,28.07.25,Firma Hurtowa 008,,Base One Clear 5kg,Żele,,"120,00",10%,Polska,Anna Nowak
INV 171,2025-08-15,Firma Hurtowa 057,,Base One Clear 5kg,Żele,dziesięć,195.73,0,poland,J. Kowalski
INV 9101,06-08-2025,Firma Hurtowa 095,2051277352,Cleaner UV,Akcesoria,45,"120,00",,Polska,J. Kowalski
INV 4696,2025-06-24,Firma Hurtowa 085,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,PL,Anna Nowak
INV 11780,2025-06-30,Firma Hurtowa 047,,Base One Clear 5kg,,33,"120,00",0.1,Polska,Jan Kowalski
INV 8457,2025-04-02,Firma Hurtowa 062,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.05,PL,Nowak Anna
INV 9375,2025-07-22,Firma Hurtowa 008,3515512759,Cuticle Oil Mango,Pielęgnacja,,49.06,0.1,PL,J. Kowalski
INV 2118,07.08.25,Firma Hurtowa 058,,Flexy Hybrid Gel,Lakiery Hybrydowe,17,109.79,0.05,PL,Nowak Anna
INV 9617,08.08.25,Firma Hurtowa 008,,Cuticle Oil Mango,Pielęgnacja,,96.65,0.1,Polska,J. Kowalski
INV 948,27-02-2025,Firma Hurtowa 022,,Base One Pink 5kg,,47,"120,00",0.1,Polska,Jan Kowalski
INV 2273,22.02.25,Firma Hurtowa 052,,Flexy Hybrid Gel,,dziesięć,123.75,,PL,J. Kowalski
INV 720,13.03.25,Firma Hurtowa 079,,Primer Acid,Akcesoria,,"120,00",,poland,J. Kowalski
INV 5922,22.11.25,Firma Hurtowa 031,,Cuticle Oil Mango,Pielęgnacja,26,"120,00",,poland,Anna Nowak
INV 2308,20-08-2025,Firma Hurtowa 091,9892876824,Flexy Hybrid Gel,,dziesięć,189.21,0.05,Polska,J. Kowalski
INV 7251,02-06-2025,Firma Hurtowa 092,,Base One Pink 5kg,Żele,dziesięć,"120,00",0,Polska,Nowak Anna
INV 5610,14-02-2025,Firma Hurtowa 049,,Cleaner UV,,42,187.76,0,Polska,Jan Kowalski
INV 2447,13.04.25,Firma Hurtowa 029,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",10%,poland,Nowak Anna
INV 1416,2025-05-02,Firma Hurtowa 031,,Base One Clear 5kg,Żele,,101.76,10%,PL,Nowak Anna
INV 5931,2025-02-10,Firma Hurtowa 070,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,184.99,,PL,J. Kowalski
INV 9879,2025-03-15,Firma Hurtowa 052,,Flexy Hybrid Gel,Lakiery Hybrydowe,26,18.66,10%,PL,Anna Nowak
INV 11882,2025-06-04,Firma Hurtowa 081,,Base One Pink 5kg,Żele,dziesięć,127.71,0,poland,Jan Kowalski
INV 11279,21.04.25,Firma Hurtowa 096,5332396610,Base One Clear 5kg,Żele,dziesięć,"120,00",,poland,Nowak Anna
INV 5419,2025-03-25,Firma Hurtowa 086,,Cleaner UV,Akcesoria,dziesięć,115.2,,Polska,Jan Kowalski
INV 7001,2025-05-16,Firma Hurtowa 051,6042838566,Base One Clear 5kg,,35,"120,00",0.05,poland,J. Kowalski
INV 9680,23-02-2025,Firma Hurtowa 018,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",10%,PL,Jan Kowalski
INV 10588,2025-09-20,Firma Hurtowa 073,,Primer Acid,Akcesoria,4,146.08,0.05,PL,J. Kowalski
INV 5470,10.04.25,Firma Hurtowa 040,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.1,poland,Nowak Anna
INV 1708,15.05.25,Firma Hurtowa 083,,Primer Acid,Akcesoria,,72.2,10%,PL,Jan Kowalski
INV 4320,17-11-2025,Firma Hurtowa 013,,Base One Clear 5kg,Żele,38,"120,00",,Polska,Anna Nowak
INV 849,15.06.25,Firma Hurtowa 038,5521463921,Primer Acid,Akcesoria,42,"120,00",0,Polska,Jan Kowalski
INV 3578,29-11-2025,Firma Hurtowa 055,2050849475,Base One Clear 5kg,Żele,dziesięć,138.29,10%,poland,J. Kowalski
INV 4089,17-07-2025,Firma Hurtowa 096,,Base One Clear 5kg,Żele,16,"120,00",10%,PL,Anna Nowak
INV 5958,2025-05-30,Firma Hurtowa 088,3697354735,Base One Clear 5kg,Żele,dziesięć,"120,00",,poland,Anna Nowak
INV 5920,23-02-2025,Firma Hurtowa 100,7710377906,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,116.14,0,Polska,Anna Nowak
INV 9592,2025-04-12,Firma Hurtowa 070,,Cuticle Oil Mango,Pielęgnacja,,67.6,0.05,poland,Jan Kowalski
INV 794,27-07-2025,Firma Hurtowa 057,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.1,PL,J. Kowalski
INV 826,16.05.25,Firma Hurtowa 051,,Primer Acid,Akcesoria,43,182.66,,poland,Anna Nowak
INV 190,20.12.25,Firma Hurtowa 025,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.05,Polska,Anna Nowak
INV 6010,24-04-2025,Firma Hurtowa 038,2167011282,Cuticle Oil Mango,Pielęgnacja,,"120,00",0,PL,Nowak Anna
INV 4885,2025-08-05,Firma Hurtowa 089,,Base One Pink 5kg,Żele,13,140.05,10%,poland,Anna Nowak
INV 9749,15.04.25,Firma Hurtowa 028,,Flexy Hybrid Gel,Lakiery Hybrydowe,21,"120,00",0.1,poland,J. Kowalski
INV 11987,22.11.25,Firma Hurtowa 006,,Base One Clear 5kg,Żele,45,109.41,0.1,Polska,Jan Kowalski
INV 9888,11-10-2025,Firma Hurtowa 058,,Cuticle Oil Mango,,,100.69,0.05,PL,Jan Kowalski
INV 1545,25.12.25,Firma Hurtowa 034,7383912634,Base One Clear 5kg,,,"120,00",10%,Polska,Nowak Anna
INV 10140,2025-02-13,Firma Hurtowa 094,,Base One Clear 5kg,Żele,6,172.68,0.1,Polska,Nowak Anna
INV 3903,03.11.25,Firma Hurtowa 036,,Cleaner UV,Akcesoria,42,"120,00",0.05,Polska,Jan Kowalski
INV 3218,30-06-2025,Firma Hurtowa 010,,Base One Clear 5kg,Żele,,"120,00",0.1,PL,J. Kowalski
INV 654,08.12.25,Firma Hurtowa 020,3263516395,Cleaner UV,Akcesoria,29,"120,00",,Polska,Nowak Anna
INV 818,11-07-2025,Firma Hurtowa 003,,Base One Clear 5kg,Żele,15,175.73,10%,Polska,Jan Kowalski
